#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: pilot.png (2048 x 2048)
# $TexturePacker:SmartUpdate:cab0e8e289d5eede5bfe5018a54feed3:f2a39227ba6d7925db07adb538715820:14369436f2f4438e2c539db5b96be635$
#

001;0;668;114;109;399;960;540;0.21100914495412915;0.9699248060150377
002;0;1015;136;126;401;960;540;0.333333358730159;0.9700748154613467
003;0;1143;189;171;403;960;540;0.5087719298245614;0.9702233310173697
004;0;779;136;234;396;960;540;0.6538461538461539;0.9671717217171717
005;0;362;114;304;370;960;540;0.7532894842105264;0.9540540600000001
006;0;1;114;359;321;960;540;0.8328690896935934;0.9626168193146417
007;0;1651;1;395;254;960;540;0.8962025235443037;0.9330708582677163
008;0;1239;1;410;186;960;540;0.9292682926829269;0.9301075311827954
009;0;825;1;412;133;960;540;0.9587378718446603;0.8872180511278192
010;0;1;1;410;111;960;540;0.9707317151219513;0.8648648720720716
011;0;413;1;410;111;960;540;0.9609756097560975;0.8738738810810807
